p,rho,seed,protocol,unsafe_total,unsafe_allowed,safe_total,safe_blocked,containment_failure_rate,false_block_rate,benign_success_rate
0.2,0.5,13,redundant_fail_closed,28203,2079,71797,12771,0.07371556217423679,0.1778765129462234,0.8221234870537766
0.2,0.5,13,correlation_aware,28203,920,71797,13744,0.03262064319398646,0.19142861122331017,0.8085713887766899
0.2,0.5,13,three_source_diverse,28203,2666,71797,8663,0.09452895082083466,0.12065963758931432,0.8793403624106857
0.2,0.5,14,single_source,28034,3872,71966,9792,0.13811799957194834,0.13606425256371063,0.8639357474362894
0.2,0.5,14,redundant_fail_closed,28034,2031,71966,13114,0.072447742027538,0.18222493955478977,0.8177750604452102
0.2,0.5,14,correlation_aware,28034,874,71966,14012,0.031176428622387103,0.19470305422004835,0.8052969457799517
0.2,0.5,14,three_source_diverse,28034,2578,71966,8941,0.0919597631447528,0.12423922407803685,0.8757607759219631
0.2,0.5,15,single_source,28194,3957,71806,9571,0.14034901042775058,0.13328969723978498,0.866710302760215
0.2,0.5,15,redundant_fail_closed,28194,2141,71806,12835,0.07593814286727672,0.17874550873186085,0.8212544912681392
0.2,0.5,15,correlation_aware,28194,858,71806,13613,0.030432006809959566,0.1895802579171657,0.8104197420828343
0.2,0.5,15,three_source_diverse,28194,2693,71806,8641,0.09551677661913882,0.12033813330362365,0.8796618666963764
0.2,0.5,16,single_source,27819,3869,72181,9602,0.1390776088284985,0.13302669677615994,0.86697330322384
0.2,0.5,16,redundant_fail_closed,27819,2041,72181,12815,0.07336712318918724,0.17753979579113618,0.8224602042088638
0.2,0.5,16,correlation_aware,27819,858,72181,13890,0.03084223013048636,0.19243291170806723,0.8075670882919328
0.2,0.5,16,three_source_diverse,27819,2585,72181,8727,0.09292210359826018,0.12090439312284396,0.879095606877156
0.2,0.5,17,single_source,28057,3972,71943,9744,0.14156894892540187,0.13544055710771027,0.8645594428922897
0.2,0.5,17,redundant_fail_closed,28057,2154,71943,12960,0.07677228499126777,0.18014261290188066,0.8198573870981194
0.2,0.5,17,correlation_aware,28057,885,71943,14004,0.03154293046298606,0.19465410116342105,0.8053458988365789
0.2,0.5,17,three_source_diverse,28057,2715,71943,8907,0.09676729514916063,0.12380634669113048,0.8761936533088696
0.2,0.5,18,single_source,28089,3888,71911,9802,0.13841717398269784,0.13630737995577868,0.8636926200442213
0.2,0.5,18,redundant_fail_closed,28089,2056,71911,13052,0.07319591299085051,0.18150213458302625,0.8184978654169738
0.2,0.5,18,correlation_aware,28089,863,71911,14029,0.030723770871159527,0.1950883731278942,0.8049116268721058
0.2,0.5,18,three_source_diverse,28089,2603,71911,8894,0.09266972836341629,0.12368066081684304,0.876319339183157
0.2,0.5,19,single_source,28419,3945,71581,9823,0.13881558112530348,0.1372291529875246,0.8627708470124754
0.2,0.5,19,redundant_fail_closed,28419,2161,71581,13136,0.07604067701185827,0.1835123845713248,0.8164876154286752
0.2,0.5,19,correlation_aware,28419,923,71581,13875,0.032478271578873286,0.19383635322222378,0.8061636467777762
0.2,0.5,19,three_source_diverse,28419,2744,71581,8936,0.09655512157359512,0.12483759656892192,0.8751624034310781
0.2,0.5,20,single_source,27967,4045,72033,9702,0.14463474809597024,0.13468826787722293,0.865311732122777
0.2,0.5,20,redundant_fail_closed,27967,2107,72033,13019,0.07533879214788858,0.18073660683297932,0.8192633931670207
0.2,0.5,20,correlation_aware,27967,888,72033,13781,0.03175170736939965,0.19131509169408464,0.8086849083059153
0.2,0.5,20,three_source_diverse,27967,2666,72033,8775,0.09532663496263453,0.12181916621548457,0.8781808337845154
0.2,0.5,21,single_source,27934,3934,72066,9720,0.1408319610510489,0.13487636333361086,0.8651236366663891
0.2,0.5,21,redundant_fail_closed,27934,2048,72066,12967,0.07331567265697717,0.17993228429495184,0.8200677157050482
0.2,0.5,21,correlation_aware,27934,894,72066,13832,0.03200400945084843,0.19193517053811784,0.8080648294618822
0.2,0.5,21,three_source_diverse,27934,2610,72066,8770,0.09343452423569844,0.12169400271972913,0.8783059972802709
0.2,0.5,22,single_source,28169,3911,71831,9677,0.13884056942028472,0.13471899319235428,0.8652810068076457
0.2,0.5,22,redundant_fail_closed,28169,2052,71831,12931,0.0728460364230182,0.18001976862357477,0.8199802313764253
0.2,0.5,22,correlation_aware,28169,903,71831,13642,0.032056516028258014,0.18991800197686234,0.8100819980231376
0.2,0.5,22,three_source_diverse,28169,2640,71831,8714,0.09372004686002343,0.12131252523283818,0.8786874747671618
0.2,0.5,23,single_source,27881,3875,72119,9842,0.13898353717585452,0.13646889169289647,0.8635311083071036
0.2,0.5,23,redundant_fail_closed,27881,2089,72119,13077,0.07492557655751228,0.18132530955781417,0.8186746904421858
0.2,0.5,23,correlation_aware,27881,873,72119,13749,0.031311645923747355,0.19064324241878008,0.8093567575812199
0.2,0.5,23,three_source_diverse,27881,2645,72119,8752,0.09486747247229296,0.12135498273686546,0.8786450172631346
0.2,0.5,24,single_source,28148,3825,71852,9598,0.1358888730993321,0.13358013694817125,0.8664198630518287
0.2,0.5,24,redundant_fail_closed,28148,2066,71852,12912,0.07339775472502487,0.17970272226242834,0.8202972777375717
0.2,0.5,24,correlation_aware,28148,809,71852,13717,0.028740940741793376,0.19090630740967546,0.8090936925903245
0.2,0.5,24,three_source_diverse,28148,2586,71852,8759,0.09187153616597982,0.12190335690029505,0.8780966430997049
0.2,0.5,25,single_source,27894,3839,72106,9743,0.13762816376281636,0.13512051701661443,0.8648794829833856
0.2,0.5,25,redundant_fail_closed,27894,2022,72106,12972,0.07248870724887073,0.17990181122236706,0.820098188777633
0.2,0.5,25,correlation_aware,27894,817,72106,13757,0.029289452928945293,0.1907885612847752,0.8092114387152248
0.2,0.5,25,three_source_diverse,27894,2561,72106,8798,0.09181185918118592,0.12201481152747344,0.8779851884725266
0.2,0.5,26,single_source,27928,3884,72072,9792,0.13907189916929247,0.13586413586413587,0.8641358641358641
0.2,0.5,26,redundant_fail_closed,27928,2043,72072,13028,0.07315239186479519,0.18076368076368077,0.8192363192363192
0.2,0.5,26,correlation_aware,27928,903,72072,13814,0.032333142366084214,0.19166944166944166,0.8083305583305583
0.2,0.5,26,three_source_diverse,27928,2616,72072,8871,0.09366943569177887,0.12308524808524808,0.8769147519147519
0.2,0.5,27,single_source,27861,3837,72139,9490,0.1377193926994724,0.13155158790668017,0.8684484120933198
0.2,0.5,27,redundant_fail_closed,27861,2037,72139,12884,0.07311295359104124,0.17859964790196703,0.821400352098033
0.2,0.5,27,correlation_aware,27861,868,72139,13571,0.03115466063673235,0.18812292934473723,0.8118770706552627
0.2,0.5,27,three_source_diverse,27861,2594,72139,8639,0.09310505724848354,0.11975491758965331,0.8802450824103467
0.2,0.5,28,single_source,27972,3807,72028,9770,0.1361003861003861,0.13564169489642916,0.8643583051035708
0.2,0.5,28,redundant_fail_closed,27972,2065,72028,13054,0.07382382382382383,0.18123507524851445,0.8187649247514855
0.2,0.5,28,correlation_aware,27972,862,72028,13728,0.030816530816530817,0.19059254734270006,0.8094074526573
0.2,0.5,28,three_source_diverse,27972,2600,72028,8757,0.09295009295009295,0.1215777197756428,0.8784222802243572
0.2,0.5,29,single_source,28011,4094,71989,9720,0.1461568669451287,0.13502062815152316,0.8649793718484768
0.2,0.5,29,redundant_fail_closed,28011,2187,71989,13021,0.0780764699582307,0.18087485588075955,0.8191251441192404
0.2,0.5,29,correlation_aware,28011,925,71989,13888,0.03302274106600978,0.19291836252760838,0.8070816374723916
0.2,0.5,29,three_source_diverse,28011,2773,71989,8875,0.09899682267680554,0.12328272374946173,0.8767172762505383
0.2,0.75,0,single_source,28045,3891,71955,9773,0.13874130861116063,0.13582099923563337,0.8641790007643666
0.2,0.75,0,redundant_fail_closed,28045,2914,71955,11436,0.1039044392939918,0.15893266624973942,0.8410673337502605
0.2,0.75,0,correlation_aware,28045,689,71955,14942,0.024567659119272597,0.20765756375512473,0.7923424362448752
0.2,0.75,0,three_source_diverse,28045,3201,71955,9323,0.11413799251203423,0.1295670905427003,0.8704329094572997
0.2,0.75,1,single_source,28192,3816,71808,9669,0.13535754824063564,0.13465073529411764,0.8653492647058824
0.2,0.75,1,redundant_fail_closed,28192,2906,71808,11390,0.1030788876276958,0.15861742424242425,0.8413825757575757
0.2,0.75,1,correlation_aware,28192,740,71808,14888,0.026248581157775255,0.2073306595365419,0.7926693404634582
0.2,0.75,1,three_source_diverse,28192,3177,71808,9200,0.11269154370034053,0.12811942959001782,0.8718805704099821
0.2,0.75,2,single_source,28230,3922,71770,9630,0.13893021608218206,0.1341786261669221,0.8658213738330779
0.2,0.75,2,redundant_fail_closed,28230,2934,71770,11355,0.10393198724760892,0.15821373833077887,0.8417862616692211
0.2,0.75,2,correlation_aware,28230,752,71770,14705,0.02663832801983705,0.20489062282290652,0.7951093771770935
0.2,0.75,2,three_source_diverse,28230,3200,71770,9151,0.11335458731845555,0.12750452835446566,0.8724954716455343
0.2,0.75,3,single_source,28063,3969,71937,9728,0.14143177849837865,0.13522943686837094,0.864770563131629
0.2,0.75,3,redundant_fail_closed,28063,3048,71937,11370,0.10861276413783273,0.1580549647608324,0.8419450352391676
0.2,0.75,3,correlation_aware,28063,757,71937,14830,0.02697502048961266,0.20615260575225544,0.7938473942477445
0.2,0.75,3,three_source_diverse,28063,3337,71937,9254,0.11891102162990415,0.12864033807359218,0.8713596619264078
0.2,0.75,4,single_source,28119,3829,71881,9704,0.1361712720936022,0.13500090427233902,0.864999095727661
0.2,0.75,4,redundant_fail_closed,28119,2866,71881,11387,0.1019239660016359,0.15841460191149262,0.8415853980885074
0.2,0.75,4,correlation_aware,28119,769,71881,14803,0.027348056474270067,0.20593759129672654,0.7940624087032735
0.2,0.75,4,three_source_diverse,28119,3178,71881,9224,0.11301966641772467,0.12832320084584242,0.8716767991541576
0.2,0.75,5,single_source,27927,3822,72073,9707,0.1368568052422387,0.1346828909577789,0.8653171090422211
0.2,0.75,5,redundant_fail_closed,27927,2914,72073,11418,0.10434346689583557,0.1584227103076048,0.8415772896923952
0.2,0.75,5,correlation_aware,27927,774,72073,14839,0.027715114405414115,0.20588847418589484,0.7941115258141052
0.2,0.75,5,three_source_diverse,27927,3220,72073,9285,0.11530060514913883,0.12882771634315207,0.871172283656848
0.2,0.75,6,single_source,28032,3856,71968,9559,0.1375570776255708,0.13282292129835482,0.8671770787016452
0.2,0.75,6,redundant_fail_closed,28032,2890,71968,11202,0.1030964611872146,0.15565251222765675,0.8443474877723433
0.2,0.75,6,correlation_aware,28032,731,71968,14643,0.0260773401826484,0.20346542907959092,0.796534570920409
0.2,0.75,6,three_source_diverse,28032,3161,71968,9038,0.11276398401826485,0.12558359270787017,0.8744164072921299
0.2,0.75,7,single_source,28233,3950,71767,9693,0.1399072007933978,0.13506207588445943,0.8649379241155406
0.2,0.75,7,redundant_fail_closed,28233,2950,71767,11383,0.10448765628874013,0.15861050343472627,0.8413894965652737
0.2,0.75,7,correlation_aware,28233,732,71767,14682,0.025927106577409414,0.20457870609054302,0.7954212939094569
0.2,0.75,7,three_source_diverse,28233,3234,71767,9199,0.1145468069280629,0.12817868936976604,0.8718213106302339
0.2,0.75,8,single_source,27970,3766,72030,9800,0.1346442617089739,0.1360544217687075,0.8639455782312925
0.2,0.75,8,redundant_fail_closed,27970,2875,72030,11487,0.10278870218090812,0.15947521865889214,0.8405247813411079
0.2,0.75,8,correlation_aware,27970,726,72030,14890,0.025956381837683232,0.2067194224628627,0.7932805775371373
0.2,0.75,8,three_source_diverse,27970,3129,72030,9314,0.11186986056489095,0.12930723309732056,0.8706927669026794
0.2,0.75,9,single_source,27967,3863,72033,9617,0.13812707834233204,0.1335082531617453,0.8664917468382547
0.2,0.75,9,redundant_fail_closed,27967,2974,72033,11304,0.1063396145457146,0.1569280746324601,0.8430719253675398
0.2,0.75,9,correlation_aware,27967,757,72033,14808,0.027067615403868844,0.2055724459622673,0.7944275540377327
0.2,0.75,9,three_source_diverse,27967,3262,72033,9142,0.1166374655844388,0.12691405328113503,0.873085946718865
0.2,0.75,10,single_source,27722,3854,72278,9709,0.13902315850227256,0.13432856470848667,0.8656714352915134
0.2,0.75,10,redundant_fail_closed,27722,2886,72278,11335,0.1041050429261958,0.1568250366639918,0.8431749633360082
0.2,0.75,10,correlation_aware,27722,727,72278,14945,0.02622465911550393,0.20677107833642325,0.7932289216635767
0.2,0.75,10,three_source_diverse,27722,3174,72278,9274,0.11449390375874756,0.12831013586430173,0.8716898641356983
0.2,0.75,11,single_source,28028,3894,71972,9680,0.1389324960753532,0.1344967487356194,0.8655032512643805
0.2,0.75,11,redundant_fail_closed,28028,2912,71972,11332,0.1038961038961039,0.15745011949091314,0.8425498805090869
0.2,0.75,11,correlation_aware,28028,762,71972,14703,0.027187098615670043,0.2042877785805591,0.7957122214194409
0.2,0.75,11,three_source_diverse,28028,3207,71972,9226,0.11442129299272157,0.12818874006558106,0.871811259934419
0.2,0.75,12,single_source,28118,3890,71882,9714,0.1383455437797852,0.13513814306780558,0.8648618569321944
0.2,0.75,12,redundant_fail_closed,28118,2986,71882,11377,0.1061953197240202,0.15827328121087336,0.8417267187891266
0.2,0.75,12,correlation_aware,28118,743,71882,14715,0.026424354506010383,0.20471049776021813,0.7952895022397819
0.2,0.75,12,three_source_diverse,28118,3251,71882,9221,0.11561988761647343,0.12827968058762973,0.8717203194123703
0.2,0.75,13,single_source,28203,3953,71797,9634,0.14016239407155268,0.1341838795492848,0.8658161204507152
0.2,0.75,13,redundant_fail_closed,28203,2934,71797,11301,0.10403148601212638,0.15740211986573255,0.8425978801342675
0.2,0.75,13,correlation_aware,28203,833,71797,14772,0.029535864978902954,0.2057467582210956,0.7942532417789044
0.2,0.75,13,three_source_diverse,28203,3294,71797,9147,0.11679608552281673,0.1274008663314623,0.8725991336685377
0.2,0.75,14,single_source,28034,3949,71966,9726,0.14086466433616324,0.13514715282216602,0.864852847177834
0.2,0.75,14,redundant_fail_closed,28034,2943,71966,11474,0.10497966754655062,0.15943640052246894,0.8405635994775311
0.2,0.75,14,correlation_aware,28034,747,71966,14942,0.026646215309980736,0.2076258233054498,0.7923741766945502
0.2,0.75,14,three_source_diverse,28034,3238,71966,9342,0.11550260398088036,0.1298112997804519,0.8701887002195481
0.2,0.75,15,single_source,28194,3956,71806,9567,0.14031354188834505,0.13323399158844665,0.8667660084115534
0.2,0.75,15,redundant_fail_closed,28194,3030,71806,11233,0.10746967439880825,0.15643539537086038,0.8435646046291396
0.2,0.75,15,correlation_aware,28194,735,71806,14609,0.026069376463077252,0.20345096510040944,0.7965490348995905
0.2,0.75,15,three_source_diverse,28194,3301,71806,9081,0.11708164857771157,0.12646575495083975,0.8735342450491602
0.2,0.75,16,single_source,27819,3789,72181,9628,0.13620187641539955,0.13338690237042988,0.8666130976295701
0.2,0.75,16,redundant_fail_closed,27819,2848,72181,11288,0.10237607390632301,0.15638464415843503,0.843615355841565
0.2,0.75,16,correlation_aware,27819,707,72181,14884,0.02541428520076207,0.20620384865823416,0.7937961513417658
0.2,0.75,16,three_source_diverse,27819,3127,72181,9179,0.11240519069700565,0.12716642883861404,0.8728335711613859
0.2,0.75,17,single_source,28057,3924,71943,9703,0.1398581459172399,0.13487066149590649,0.8651293385040935
0.2,0.75,17,redundant_fail_closed,28057,2939,71943,11337,0.1047510425205831,0.1575830866102331,0.8424169133897669
0.2,0.75,17,correlation_aware,28057,730,71943,15018,0.026018462415796414,0.2087485926358367,0.7912514073641633
0.2,0.75,17,three_source_diverse,28057,3229,71943,9331,0.11508714402822826,0.1296999013107599,0.8703000986892401
0.2,0.75,18,single_source,28089,3809,71911,9894,0.1356046851080494,0.13758673916368844,0.8624132608363115
0.2,0.75,18,redundant_fail_closed,28089,2909,71911,11587,0.10356367261205454,0.16112972980489773,0.8388702701951023
0.2,0.75,18,correlation_aware,28089,749,71911,15030,0.026665242621666845,0.20900835755308644,0.7909916424469136
0.2,0.75,18,three_source_diverse,28089,3189,71911,9413,0.1135319876108085,0.13089791547885582,0.8691020845211441
0.2,0.75,19,single_source,28419,4021,71581,9702,0.1414898483408987,0.13553876028555065,0.8644612397144493
0.2,0.75,19,redundant_fail_closed,28419,3074,71581,11416,0.10816707132552165,0.15948366186557886,0.8405163381344212
0.2,0.75,19,correlation_aware,28419,786,71581,14848,0.027657553045497732,0.20742934577611377,0.7925706542238862
0.2,0.75,19,three_source_diverse,28419,3361,71581,9261,0.11826594883704564,0.12937790754529832,0.8706220924547017
0.2,0.75,20,single_source,27967,4021,72033,9747,0.14377659384274324,0.13531298155012286,0.8646870184498772
0.2,0.75,20,redundant_fail_closed,27967,2978,72033,11410,0.10648264025458576,0.15839962239529104,0.841600377604709
0.2,0.75,20,correlation_aware,27967,775,72033,14835,0.027711231093789108,0.20594727416600725,0.7940527258339928
0.2,0.75,20,three_source_diverse,27967,3283,72033,9203,0.11738835055601245,0.12776088737106603,0.8722391126289339
0.2,0.75,21,single_source,27934,3882,72066,9697,0.13897043029999284,0.13455721144506425,0.8654427885549357
0.2,0.75,21,redundant_fail_closed,27934,2891,72066,11382,0.10349395002505907,0.15793855632337025,0.8420614436766297
0.2,0.75,21,correlation_aware,27934,739,72066,14831,0.026455215865969786,0.20579746343629451,0.7942025365637055
0.2,0.75,21,three_source_diverse,27934,3170,72066,9224,0.11348177847784062,0.12799378347625787,0.8720062165237421
0.2,0.75,22,single_source,28169,3885,71831,9614,0.1379175689587845,0.13384193454079715,0.8661580654592028
0.2,0.75,22,redundant_fail_closed,28169,2889,71831,11285,0.10255955127977565,0.15710487115590763,0.8428951288440923
